32768,8.302752,0.002624
65536,0.100096,0.002528
131072,0.192000,0.002496
262144,0.334720,0.002528
524288,0.488928,0.002496
1048576,0.878848,0.002560
2097152,1.706720,0.002592
4194304,4.087360,0.003200
8388608,7.309568,0.003232
16777216,15.431808,0.003552
33554432,30.284416,0.003424
